,Identifies_the_type_of_dwelling,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Lot_configuration,LandSlope,Neighborhood,Condition1,Condition2,Type_of_dwelling,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Roof_material,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical_system,1stFlrSF,Low_quality_finished_square_feet,GrLivArea,BedroomAbvGr,KitchenAbvGr,Kitchen_Quality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Garage_location,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,Garage_condition,Paved driveway,Pool_quality,Fence_Quality,Miscellaneous_feature,miscellaneous_feature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,AgeAtSale,TotalSqFt,TotalBathrooms,TotalPorchArea,TotalFinishedSqFt,TotalQualityScore,TotalGarageScore,TotalOutdoorArea,DateSold,Sentiment
1216,DUPLEX - ALL STYLES AND AGES,RM,68,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,TA,Y,SBrkr,1318,0,1902,4,2,TA,8,Typ,0,No,Attchd,1978,Unf,2,539,TA,TA,Y,No,No,No,0,Apr,2010,WD,Normal,112000,58.88538380651946,32,1902,2.0,0,1902,11,1078,0,2010-04-01,0.0
1217,1-STORY 1946 & NEWER ALL STYLES,FV,72,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,CmentBd,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,364,1300,GasA,Ex,Y,SBrkr,1314,0,1314,3,1,Gd,6,Typ,0,No,Attchd,2009,RFn,2,552,TA,TA,Y,No,No,No,0,Sep,2009,New,Partial,229456,87.7796480489671,0,2614,2.0,112,2250,13,1104,247,2009-09-01,0.0
1218,1-1/2 STORY FINISHED ALL AGES,RM,52,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1950,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,Gd,N,SBrkr,672,0,912,2,1,TA,3,Typ,0,No,No,2005,No,0,0,No,No,N,No,No,No,0,Jul,2006,WD,Normal,80500,88.26754385964912,59,912,1.0,0,912,9,0,0,2006-07-01,0.0
1219,2-STORY PUD - 1946 & NEWER,RM,21,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,CmentBd,236,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,672,GasA,TA,Y,SBrkr,672,0,1218,3,1,TA,7,Typ,0,No,No,2005,No,0,0,No,No,N,No,No,No,0,Apr,2006,WD,Abnorml,91500,48.41269841269841,35,1890,1.5,0,1218,11,0,201,2006-04-01,0.0
1220,1-STORY 1946 & NEWER ALL STYLES,RL,66,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0,912,GasA,TA,Y,SBrkr,912,0,912,2,1,TA,5,Typ,0,No,Attchd,1964,Unf,1,288,TA,TA,Y,No,No,No,0,Nov,2006,WD,Abnorml,115000,63.04824561403509,42,1824,1.0,0,1824,10,288,0,2006-11-01,0.0
1221,1-STORY 1946 & NEWER ALL STYLES,RL,55,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,210,952,GasA,Ex,Y,SBrkr,1211,0,1211,3,1,TA,5,Typ,1,TA,Attchd,1968,Unf,1,322,TA,TA,Y,No,No,No,0,Aug,2008,WD,Normal,134000,61.950993989828945,40,2163,1.0,63,1953,10,322,63,2008-08-01,0.0
1222,1-1/2 STORY FINISHED ALL AGES,RL,78,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,320,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,844,1040,GasA,Ex,Y,SBrkr,1168,0,1846,3,1,TA,7,Typ,1,Gd,Attchd,1949,Unf,1,315,TA,TA,Y,No,GdWo,No,0,Jan,2007,WD,Normal,143000,49.549549549549546,58,2886,2.0,0,2042,12,315,0,2007-01-01,0.0
1223,1-STORY 1946 & NEWER ALL STYLES,RL,89,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,Hip,CompShg,Wd Sdng,Wd Sdng,44,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,1380,2136,GasA,TA,N,FuseA,2136,0,2136,4,1,TA,7,Mod,0,No,Detchd,1951,Unf,2,528,TA,TA,Y,No,MnPrv,No,0,Oct,2006,WD,Normal,137900,32.27996254681648,55,4272,2.0,30,2892,8,1056,30,2006-10-01,0.0
1224,2-STORY 1946 & NEWER,RL,60,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,64,788,GasA,Ex,Y,SBrkr,788,0,1490,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,388,TA,TA,Y,No,No,No,0,Feb,2008,WD,Normal,184000,80.77260755048287,4,2278,2.5,75,2214,12,776,175,2008-02-01,0.0
1225, SPLIT OR MULTI-LEVEL,RL,65,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,Hip,CompShg,VinylSd,VinylSd,63,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,81,588,GasA,Ex,Y,SBrkr,1138,0,1138,3,1,TA,6,Typ,0,No,Attchd,1958,RFn,1,264,TA,TA,Y,No,MnWw,No,0,Jun,2007,WD,Normal,145000,84.00926998841251,49,1726,1.0,0,1645,14,264,224,2007-06-01,0.0
1226,2-STORY 1946 & NEWER,RL,86,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,74,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,894,894,GasA,Ex,Y,SBrkr,894,0,1933,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,Fin,3,668,TA,TA,Y,No,No,No,0,Jan,2008,WD,Normal,214000,75.69862044570216,1,2827,2.5,18,1933,11,2004,118,2008-01-01,0.0
1227,1-STORY 1946 & NEWER ALL STYLES,RL,72,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,2008,Gable,CompShg,VinylSd,VinylSd,300,TA,TA,CBlock,TA,TA,No,ALQ,Unf,317,912,GasA,Ex,Y,SBrkr,912,0,912,2,1,Gd,5,Typ,0,No,Detchd,1992,Unf,2,576,TA,TA,Y,No,No,No,0,Dec,2008,WD,Normal,147000,80.59210526315789,43,1824,1.0,240,1507,13,1152,240,2008-12-01,0.0
1228,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,65,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,Hip,CompShg,MetalSd,MetalSd,766,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,162,1702,GasA,Ex,Y,SBrkr,1702,0,1702,1,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,1052,TA,TA,Y,No,No,No,0,Oct,2008,New,Partial,367294,107.90070505287896,0,3404,1.5,296,3242,14,3156,72,2008-10-01,0.0
1229, SPLIT OR MULTI-LEVEL,RL,70,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,Hip,CompShg,BrkFace,HdBoard,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,409,1075,GasA,Gd,Y,SBrkr,1507,0,1507,4,1,TA,7,Maj1,0,No,Basment,1960,Unf,1,404,TA,TA,Y,No,GdWo,No,0,Aug,2008,WD,Normal,127000,49.186676994577844,48,2582,2.0,0,2173,10,404,0,2008-08-01,0.0
1230,DUPLEX - ALL STYLES AND AGES,RL,0,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Plywood,1,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,652,1361,GasA,Ex,Y,SBrkr,1361,0,2620,4,2,TA,12,Typ,1,TA,BuiltIn,1977,RFn,2,600,TA,TA,N,No,No,Gar2,8300,Aug,2007,WD,Normal,190000,47.72670183371012,30,3981,3.0,169,3329,10,1200,179,2007-08-01,0.0
1231,DUPLEX - ALL STYLES AND AGES,RL,70,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,Hip,CompShg,Wd Sdng,Wd Sdng,120,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,303,1106,GasA,TA,Y,SBrkr,1190,0,1190,3,1,TA,6,Typ,0,No,Attchd,1962,Unf,2,540,TA,TA,Y,No,GdWo,No,0,May,2006,WD,Normal,132500,57.70905923344948,44,2296,1.0,18,1993,11,1080,18,2006-05-01,0.0
1232,DUPLEX - ALL STYLES AND AGES,RL,70,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,Slab,No,No,No,No,No,0,0,GasA,TA,Y,SBrkr,1224,0,1224,2,2,TA,6,Typ,0,No,CarPort,1962,Unf,2,462,TA,TA,Y,No,No,No,0,Mar,2007,WD,Normal,101800,83.16993464052288,45,1224,2.0,0,1224,9,924,0,2007-03-01,0.0
1233,1-STORY 1946 & NEWER ALL STYLES,RL,0,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,Plywood,Plywood,180,TA,TA,CBlock,TA,TA,No,Rec,Unf,188,1188,GasA,Fa,Y,SBrkr,1188,0,1188,3,1,TA,6,Typ,0,No,Attchd,1959,RFn,2,531,TA,TA,Y,No,MnPrv,No,0,May,2010,COD,Abnorml,142000,59.764309764309765,51,2376,1.0,0,2188,10,1062,0,2010-05-01,0.0
1234,2-STORY 1945 & OLDER,RH,55,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1950,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940,940,GasA,TA,N,FuseA,1024,0,1964,4,1,TA,7,Typ,0,No,No,2005,No,0,0,No,No,N,No,No,No,0,Nov,2008,WD,Abnorml,130000,44.76584022038568,97,2904,1.5,192,1964,11,0,192,2008-11-01,0.0
1235,2-STORY 1945 & OLDER,RL,96,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747,747,GasA,Gd,Y,FuseF,892,0,1784,4,1,TA,9,Typ,0,No,Detchd,1914,Unf,1,180,Fa,Fa,N,No,No,No,0,Jul,2006,WD,Normal,138887,54.874357961280126,92,2531,1.5,40,1784,10,180,243,2006-07-01,0.0
1236,2-STORY PUD - 1946 & NEWER,RL,36,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,106,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764,764,GasA,Ex,Y,SBrkr,764,0,1626,2,1,Gd,6,Typ,0,No,BuiltIn,2003,RFn,2,474,TA,TA,Y,No,No,No,0,Jun,2010,WD,Normal,175500,73.43096234309624,7,2390,2.5,27,1626,12,948,27,2010-06-01,0.0
1237,2-STORY 1946 & NEWER,RL,41,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847,847,GasA,Ex,Y,SBrkr,847,0,1948,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,No,No,No,0,Sep,2006,WD,Normal,195000,69.76744186046511,2,2795,2.5,48,1948,12,868,148,2006-09-01,0.0
1238,1-STORY 1946 & NEWER ALL STYLES,RL,63,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,1141,GasA,Ex,Y,SBrkr,1141,0,1141,3,1,TA,6,Typ,0,No,Detchd,2005,Unf,2,484,TA,TA,Y,No,No,No,0,Mar,2006,WD,Abnorml,142500,62.445223488168274,1,2282,1.5,0,1141,11,968,0,2006-03-01,0.0
1239,1-STORY 1946 & NEWER ALL STYLES,RL,64,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,32,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1048,1476,GasA,Ex,Y,SBrkr,1484,0,1484,2,1,Ex,6,Typ,1,Gd,Attchd,2006,RFn,2,472,TA,TA,Y,No,No,No,0,Dec,2007,WD,Normal,265900,89.83108108108108,1,2960,2.0,33,1912,13,944,153,2007-12-01,0.0
1240,2-STORY 1946 & NEWER,RL,65,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,252,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,334,884,GasA,Ex,Y,SBrkr,884,0,1768,3,1,Gd,8,Typ,0,No,Attchd,2003,RFn,2,543,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,224900,84.80392156862744,5,2652,2.5,63,2318,12,1086,63,2008-07-01,0.0
1241,1-STORY 1946 & NEWER ALL STYLES,RL,83,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689,1689,GasA,Ex,Y,SBrkr,1689,0,1689,3,1,Gd,7,Typ,0,No,Attchd,2007,RFn,3,954,TA,TA,Y,No,No,No,0,Jun,2007,New,Partial,248328,73.51332149200711,0,3378,2.0,56,1689,13,2862,56,2007-06-01,0.0
1242,SPLIT FOYER,RL,85,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Plywood,81,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,0,1053,GasA,TA,Y,SBrkr,1173,0,1173,3,1,Gd,6,Typ,2,TA,Attchd,1974,RFn,2,528,TA,TA,Y,No,MnPrv,No,0,Jan,2010,WD,Family,170000,76.37017070979336,36,2226,2.0,120,2226,13,1056,120,2010-01-01,0.0
1243,1-STORY 1946 & NEWER ALL STYLES,RL,107,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,690,2076,GasA,Ex,Y,SBrkr,2076,0,2076,2,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,850,TA,TA,Y,No,No,No,0,Sep,2006,New,Partial,465000,111.99421965317919,0,4152,2.5,229,3462,15,2550,445,2006-09-01,0.0
1244,2-STORY 1945 & OLDER,RL,0,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1950,Gable,CompShg,BrkFace,Stucco,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,792,792,GasA,Fa,Y,SBrkr,792,0,1517,3,1,Gd,7,Typ,2,Gd,Detchd,1931,Unf,2,400,TA,TA,Y,No,No,No,0,Jun,2006,WD,Normal,230000,99.6102208748376,77,2309,1.0,0,1517,15,800,0,2006-06-01,0.0
1245, SPLIT OR MULTI-LEVEL,RL,78,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,2003,Hip,CompShg,VinylSd,VinylSd,74,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585,585,GasA,Ex,Y,SBrkr,1140,0,1868,3,1,TA,7,Typ,1,TA,BuiltIn,1984,Fin,2,477,TA,TA,Y,No,No,No,0,Jan,2007,WD,Abnorml,178000,72.56420709335508,23,2453,3.5,259,1868,13,954,380,2007-01-01,0.0
1246,2-STORY 1946 & NEWER,FV,65,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,756,756,GasA,Ex,Y,SBrkr,756,0,1553,3,1,Gd,6,Typ,0,No,Attchd,2005,RFn,2,615,TA,TA,Y,No,No,No,0,Mar,2006,New,Partial,186500,80.77089649198787,1,2309,2.5,45,1553,12,1230,45,2006-03-01,0.0
1247, SPLIT OR MULTI-LEVEL,RL,0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,335,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,473,1012,GasA,TA,Y,SBrkr,1034,0,1034,3,1,TA,6,Typ,0,No,Attchd,1976,Unf,3,888,TA,TA,Y,No,No,No,0,May,2010,WD,Normal,169900,83.04007820136853,34,2046,1.0,0,1573,11,2664,0,2010-05-01,0.0
1248,2-1/2 STORY ALL AGES,RM,60,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1950,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,416,735,OthW,Fa,N,SBrkr,1134,0,2058,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,396,Fa,Fa,P,No,No,No,0,Apr,2008,WD,Normal,129500,46.365914786967416,91,2793,1.5,259,2377,11,792,0,2008-04-01,0.0
1249,1-STORY 1946 & NEWER ALL STYLES,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,246,876,GasA,TA,Y,SBrkr,988,0,988,3,1,TA,6,Typ,0,No,Attchd,1950,Unf,1,276,TA,TA,Y,No,No,No,0,May,2007,WD,Normal,119000,63.8412017167382,57,1864,1.0,80,1618,12,276,80,2007-05-01,0.0
1250,1-STORY 1946 & NEWER ALL STYLES,RL,93,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,Hip,CompShg,BrkFace,BrkFace,0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1045,2110,GasA,Ex,Y,SBrkr,2110,0,2110,3,1,Ex,8,Typ,2,TA,Attchd,1968,Fin,2,522,TA,TA,Y,No,No,No,0,Apr,2010,WD,Normal,244000,57.81990521327014,42,4220,2.5,0,3175,12,1044,0,2010-04-01,0.0
1251,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,0,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,163,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1405,1405,GasA,Ex,Y,SBrkr,1405,0,1405,2,1,Gd,6,Typ,1,Gd,Attchd,2003,RFn,2,478,TA,TA,Y,No,No,No,0,Mar,2006,WD,Normal,171750,61.120996441281136,3,2810,2.0,36,1405,12,956,184,2006-03-01,0.0
1252,1-STORY 1946 & NEWER ALL STYLES,RL,62,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,354,864,GasA,TA,Y,SBrkr,874,0,874,3,1,TA,5,Typ,0,No,Attchd,1968,RFn,1,288,TA,TA,Y,No,GdWo,Shed,600,Nov,2009,WD,Normal,130000,74.79861910241657,41,1738,1.0,0,1384,11,288,33,2009-11-01,0.0
1253,2-STORY 1946 & NEWER,RL,0,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,36,1192,GasA,TA,Y,SBrkr,1516,0,2167,3,1,Gd,9,Typ,2,Gd,Attchd,1974,RFn,2,518,TA,TA,Y,No,MnPrv,No,0,Jul,2007,WD,Normal,294000,87.52604941947008,33,3359,2.5,47,3323,14,1036,267,2007-07-01,0.0
1254,2-STORY 1946 & NEWER,RL,60,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,92,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746,746,GasA,Ex,Y,SBrkr,760,0,1656,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,397,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,165400,68.85928393005828,5,2402,2.5,128,1656,12,794,306,2008-07-01,0.0
1255,1-1/2 STORY FINISHED ALL AGES,RM,52,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,459,884,GasA,TA,Y,FuseA,959,0,1367,3,1,TA,6,Typ,1,Gd,Detchd,1978,Unf,1,560,TA,TA,Y,No,No,No,0,Nov,2007,WD,Normal,127500,56.641492669924475,76,2251,1.0,120,1792,12,560,0,2007-11-01,0.0
1256,1-STORY 1946 & NEWER ALL STYLES,RL,91,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,Hip,CompShg,HdBoard,HdBoard,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,672,1986,GasA,Ex,Y,SBrkr,1987,0,1987,2,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,691,TA,TA,Y,No,No,No,0,Aug,2008,WD,Normal,301500,75.88723886232066,14,3973,2.0,36,3301,13,1382,298,2008-08-01,0.0
1257,1-STORY 1945 & OLDER,RL,56,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864,864,GasA,Ex,Y,SBrkr,864,0,864,2,1,TA,4,Typ,0,No,No,2005,No,0,0,No,No,Y,No,No,No,0,Jul,2009,WD,Normal,99900,57.8125,87,1728,1.0,96,864,13,0,96,2009-07-01,0.0
1258, SPLIT OR MULTI-LEVEL,RL,59,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,Gable,CompShg,VinylSd,VinylSd,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,201,856,GasA,Ex,Y,SBrkr,1166,0,1166,2,1,Gd,5,Typ,0,No,Attchd,2005,Fin,2,400,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,190000,93.96636993076162,3,2022,2.0,0,1821,12,800,212,2008-07-01,0.0
1259,1-STORY 1946 & NEWER ALL STYLES,RL,65,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,14,1054,GasA,Gd,Y,SBrkr,1054,0,1054,3,1,TA,6,Typ,0,No,Attchd,1969,Unf,2,460,TA,TA,Y,No,No,No,0,Jul,2008,WD,Normal,151000,71.63187855787476,39,2108,1.5,80,2094,14,920,180,2008-07-01,0.0
1260,2-STORY 1946 & NEWER,RL,0,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,841,841,GasA,Ex,Y,SBrkr,892,0,1675,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,502,TA,TA,Y,No,No,No,0,Jun,2009,WD,Normal,181000,71.93958664546899,10,2516,2.5,103,1675,11,1004,103,2009-06-01,0.0
1261,1-STORY 1946 & NEWER ALL STYLES,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,546,1050,GasA,Gd,Y,SBrkr,1050,0,1050,2,1,TA,5,Typ,0,No,Attchd,1956,Unf,1,338,TA,TA,Y,No,No,No,0,Jun,2009,WD,Normal,128900,61.38095238095238,53,2100,1.0,0,1554,11,338,0,2009-06-01,0.0
1262,1-1/2 STORY FINISHED ALL AGES,RL,0,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1104,1104,GasA,Ex,Y,FuseA,1104,0,1788,5,1,TA,8,Min2,2,TA,Attchd,1957,Unf,1,304,TA,TA,Y,No,No,No,0,Nov,2009,WD,Normal,161500,55.84370677731673,52,2892,1.0,0,1788,9,304,120,2009-11-01,0.0
1263,2-STORY 1945 & OLDER,RL,60,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,Unf,Unf,764,764,GasA,Ex,Y,FuseA,1060,0,1824,3,1,TA,8,Typ,1,Gd,Detchd,1940,Unf,2,520,TA,TA,N,No,GdPrv,No,0,Jul,2007,WD,Normal,180500,69.74497681607419,88,2588,1.0,126,1824,12,1040,0,2007-07-01,0.0
